9.81624248759,82.9811915338,104.460376274,88.1731434544,134.241954534,149.803402143,1
2.65644630259,14.8756205905,20.3173033708,19.8463705252,126.533190489,134.032082571,0
4.38777903422,37.7606064413,48.2657648225,38.262546942,133.86844383,135.980594994,1
6.16964023956,67.4280548924,58.8867599224,39.0096955229,140.763824322,142.062794042,1
3.4302047996,35.7214404378,25.9409892365,13.867508481,136.70326395,135.189952674,0
2.87675028968,30.7038782092,17.2080523796,8.94514246625,134.235009982,133.012669096,0
6.00076084377,40.9246694867,25.6593583784,13.5122642431,137.019879661,135.357847859,0
18.215643665,61.7037997204,77.2693734909,76.3916761977,119.41921464,144.967391028,1
14.5382767823,45.2294319482,61.5897699835,60.5597026306,119.871152624,141.592489516,0
10.8772181436,66.7998247474,72.6110967073,57.633065641,136.086582672,139.264746327,1
5.7337768253,9.49884313577,12.1338385247,7.64258310552,130.976478735,129.532334765,0
17.9633249426,23.0660643315,22.2493444436,12.7095991835,134.680515125,131.724774617,0
0.889594129365,13.5525544547,18.1091981372,13.2550122578,130.744032714,130.852325051,1
7.41050465535,6.97456211458,11.8386625665,8.09663180212,130.385040515,128.923161242,0
8.5267851394,83.1967878759,101.018370517,82.6453021377,135.014869455,151.212309252,1
3.33597321486,18.6037682699,27.8524282081,25.4630979976,128.720007566,132.613836842,1
2.98787103213,16.9956095873,22.965544717,22.2988418325,126.460047647,134.778805293,0
15.5871569635,77.0044928824,83.7520820876,76.2314329982,130.646228456,143.300712584,1
5.06520625964,23.4675075404,39.9344798993,38.5207944473,125.27577048,137.969352595,0
1.46747780813,11.2166989868,11.9376447385,10.801037988,127.884734441,131.598468456,0
6.68586387435,116.245362844,130.826834701,91.7596295395,150.135344794,156.07370166,1
1.61280866371,25.4337357109,32.9000627248,23.1506099668,132.900485157,135.57044381,0
0.416864015156,1.94747756628,5.95594541661,5.28431623549,128.207747155,128.602254253,0
10.5054975161,52.988913647,69.7179829047,67.6564326417,124.94323495,144.888241525,0
0.976822764465,5.44529880187,9.03152396259,8.26959745763,128.079430888,129.64951052,0
6.19666861485,2.89209526593,9.95753579778,8.88296317943,128.805669199,128.121657656,1
4.3777761543,1.6178952367,11.0054609877,11.1727973407,128.018665985,128.108251753,1
13.5558945365,65.487050306,51.5001072921,48.1805540006,122.452007762,142.633368786,1
6.6372266383,41.3052974325,43.1260402672,41.364070197,123.523431669,142.282290267,0
6.81171163607,41.4869476788,50.9109475295,49.3336598746,123.40194432,144.306696895,0
2.51272111509,20.0903679654,21.3851880878,19.0822510823,128.029827213,134.19104997,1
11.4742673023,104.895908029,112.18924177,92.7021777216,138.093559865,148.969619187,1
10.1689850653,29.1677965439,35.4865743999,34.9423918993,124.346715928,134.123739151,1
38.7038569274,45.4660030166,34.7659728507,22.409549666,137.226683904,132.068942038,1
46.5470372764,53.9919500108,40.0347425124,23.5897435897,140.264434389,133.050066796,0
8.48226675285,6.27689722043,10.8494117647,7.66202111614,130.198164189,128.268312864,0
30.3457616893,35.0369403146,29.9982934712,17.1266968326,137.426580478,132.142848524,0
10.1139237233,9.76249946132,11.8964274941,7.39172592114,131.185270416,128.839129498,0
9.85666371812,61.9164619064,54.5217332547,51.4502514456,125.631292283,144.783437352,0
4.46185725752,29.2203220469,19.547946664,18.1908939014,127.641943912,134.132389798,1
5.65430324176,53.1522843055,60.9753960064,50.6154233623,130.652898586,144.891776009,0
13.2581947447,63.8779282428,54.4342876032,52.05581476,126.43042934,139.585339684,1
11.2489392486,75.4491516698,31.2349151128,31.2870721094,122.646952677,141.49528284,0
2.17740423434,4.50296143363,6.92607524697,7.13467072001,127.872276321,128.687198912,1
3.06536287722,19.7852919979,8.54792753835,8.48902400035,126.130118837,131.691360634,0
12.2384256762,89.9365105047,145.388433466,123.855984612,133.87112741,157.582814991,0
1.81733362097,18.9801831278,15.4473148048,11.7336557245,130.271911217,130.846546579,1
16.8098162815,136.883869404,120.208138031,101.45306018,131.974139324,158.872461074,1
16.7510078663,55.5112176336,74.873344805,65.6181170108,132.383538184,138.534119961,1
21.7972596278,75.8068230552,96.2244403465,90.318752323,128.124417474,141.974133002,1
7.2389427338,5.47212096521,11.8271935844,9.80959630614,129.390038454,128.508866541,0
10.4894609315,6.14972696343,21.3725090774,18.5049639763,129.787824856,128.638723304,0
11.2573238107,44.0996027396,35.2665063876,35.0177139074,126.039460117,135.382569385,1
21.1292073244,108.640007164,65.0333221174,67.0210515462,120.77013166,150.289533382,0
