137.0,343.0,432.0,2290.0,6764.0,2849.0,764.0,516.0,61390.0,1315.0,0
589.0,1084.0,583.0,2722.0,8768.0,3744.0,1311.0,898.0,55483.0,1618.0,0
1111.0,2662.0,2363.0,8770.0,25064.0,12525.0,4308.0,3242.0,12898.0,3857.0,1
384.0,995.0,774.0,3023.0,8696.0,3980.0,1293.0,691.0,55559.0,1405.0,0
861.0,1714.0,1395.0,6786.0,20334.0,8839.0,2576.0,1507.0,29863.0,2925.0,0
402.0,1239.0,1031.0,3578.0,11676.0,6866.0,2176.0,1433.0,46728.0,1671.0,1
1244.0,3663.0,2434.0,7272.0,22983.0,10453.0,4519.0,2918.0,15841.0,5473.0,1
824.0,2221.0,1615.0,5255.0,16991.0,7721.0,3043.0,1938.0,33307.0,3885.0,0
1838.0,4685.0,3155.0,7730.0,25250.0,10736.0,5506.0,3296.0,7921.0,6683.0,1
761.0,1911.0,1403.0,4466.0,15253.0,6235.0,2576.0,1556.0,39703.0,2936.0,1
1690.0,4742.0,3376.0,6428.0,21911.0,12380.0,5999.0,3381.0,9842.0,7051.0,1
525.0,1254.0,1005.0,5110.0,14517.0,6749.0,2222.0,1614.0,41253.0,2551.0,1
479.0,1166.0,865.0,3015.0,9475.0,4421.0,1652.0,990.0,52450.0,2287.0,1
1139.0,2270.0,1451.0,6459.0,22195.0,9187.0,3031.0,2123.0,25210.0,3735.0,1
1487.0,3591.0,2540.0,6242.0,20299.0,8858.0,4173.0,2678.0,21834.0,5098.0,1
222.0,411.0,209.0,1652.0,6071.0,2160.0,527.0,373.0,64120.0,1055.0,0
589.0,1642.0,1141.0,3684.0,12465.0,5808.0,2207.0,1286.0,45455.0,2523.0,1
309.0,760.0,451.0,1647.0,6209.0,3063.0,969.0,694.0,61612.0,1086.0,1
194.0,531.0,420.0,1972.0,6191.0,2775.0,698.0,541.0,62773.0,705.0,1
1613.0,4304.0,2812.0,6810.0,23170.0,10047.0,5004.0,3173.0,13222.0,6645.0,1
111.0,253.0,273.0,1800.0,5583.0,2072.0,505.0,272.0,65023.0,908.0,0
1021.0,2425.0,1842.0,5666.0,16846.0,7859.0,3404.0,2193.0,30824.0,4720.0,1
1170.0,2662.0,1791.0,6499.0,20065.0,8925.0,3433.0,2376.0,25611.0,4268.0,1
197.0,439.0,448.0,2406.0,6141.0,2637.0,699.0,429.0,62474.0,930.0,0
183.0,573.0,493.0,2222.0,5969.0,2768.0,900.0,486.0,61921.0,1285.0,0
115.0,363.0,328.0,2082.0,6927.0,3903.0,892.0,538.0,60517.0,1135.0,0
436.0,1158.0,729.0,4255.0,14583.0,6005.0,1875.0,1131.0,44033.0,2595.0,1
268.0,803.0,480.0,1539.0,5028.0,2616.0,948.0,516.0,63684.0,918.0,1
826.0,1537.0,1001.0,4636.0,13355.0,6671.0,2591.0,2126.0,40702.0,3355.0,1
644.0,1273.0,868.0,4586.0,14685.0,6067.0,1803.0,1453.0,42257.0,3164.0,1
556.0,1322.0,924.0,2654.0,7957.0,3664.0,1628.0,1081.0,55099.0,1915.0,0
112.0,302.0,295.0,1685.0,5051.0,2187.0,515.0,330.0,65499.0,824.0,0
1658.0,4851.0,3187.0,6895.0,22058.0,10167.0,5270.0,3277.0,13378.0,6059.0,1
151.0,399.0,255.0,1594.0,4456.0,1926.0,453.0,266.0,66803.0,497.0,0
280.0,629.0,536.0,1900.0,4659.0,2186.0,840.0,494.0,64487.0,789.0,0
194.0,401.0,278.0,1568.0,5150.0,2099.0,614.0,340.0,65668.0,488.0,0
395.0,1157.0,850.0,4425.0,14279.0,6705.0,1907.0,1516.0,43580.0,1986.0,1
343.0,1066.0,829.0,3431.0,12249.0,4829.0,1637.0,1208.0,49472.0,1736.0,1
577.0,1875.0,1364.0,4802.0,15364.0,7805.0,2770.0,1858.0,37521.0,2864.0,1
1994.0,5288.0,3335.0,6232.0,21112.0,9803.0,5803.0,3862.0,12306.0,7065.0,1
361.0,866.0,396.0,1433.0,5032.0,1953.0,836.0,554.0,64265.0,1104.0,0
1118.0,2449.0,1831.0,6537.0,20889.0,9096.0,3424.0,2191.0,25431.0,3834.0,1
861.0,2553.0,1879.0,5675.0,18057.0,8346.0,3230.0,2017.0,30744.0,3438.0,1
544.0,1241.0,739.0,1839.0,6541.0,2850.0,1295.0,994.0,58956.0,1801.0,0
749.0,1582.0,1028.0,3637.0,13244.0,5583.0,2107.0,1657.0,43988.0,3225.0,1
726.0,1420.0,1059.0,4990.0,16808.0,6839.0,2227.0,1684.0,37844.0,3203.0,1
338.0,383.0,189.0,1451.0,5308.0,1797.0,510.0,432.0,65621.0,771.0,0
329.0,762.0,756.0,3118.0,9323.0,4067.0,1288.0,912.0,54605.0,1640.0,0
119.0,400.0,576.0,2897.0,7702.0,3120.0,937.0,543.0,59196.0,1310.0,0
240.0,404.0,264.0,1509.0,4853.0,1853.0,556.0,322.0,66048.0,751.0,0
1128.0,2064.0,1056.0,4179.0,16243.0,7029.0,2528.0,2303.0,36176.0,4094.0,1
284.0,664.0,484.0,2678.0,7546.0,3137.0,941.0,582.0,59328.0,1156.0,0
224.0,648.0,380.0,1925.0,6113.0,2421.0,786.0,503.0,62845.0,955.0,0
284.0,533.0,330.0,1622.0,5645.0,2306.0,759.0,427.0,63952.0,942.0,0
229.0,516.0,307.0,1328.0,4799.0,2158.0,601.0,450.0,65575.0,837.0,0
849.0,2095.0,1583.0,5838.0,19084.0,7704.0,2920.0,1750.0,31624.0,3353.0,1
624.0,1566.0,1187.0,5653.0,17456.0,6831.0,2160.0,1103.0,37907.0,2313.0,1
502.0,1242.0,708.0,3218.0,11630.0,4606.0,1391.0,998.0,50978.0,1527.0,0
221.0,411.0,255.0,1367.0,4489.0,2036.0,543.0,349.0,66525.0,604.0,0
1339.0,3645.0,2306.0,5147.0,20269.0,10640.0,5314.0,3466.0,16971.0,7703.0,1
1323.0,4199.0,2466.0,5845.0,19661.0,10542.0,5009.0,3472.0,18330.0,5953.0,1
479.0,1225.0,772.0,2832.0,8838.0,3945.0,1529.0,890.0,54543.0,1747.0,0
785.0,1756.0,1423.0,3801.0,9621.0,4561.0,2169.0,1290.0,49150.0,2244.0,0
601.0,1471.0,939.0,3370.0,10030.0,4785.0,1867.0,1264.0,49785.0,2688.0,1
266.0,663.0,706.0,3225.0,7482.0,3542.0,1210.0,710.0,57724.0,1272.0,1
1530.0,4395.0,2783.0,5793.0,22010.0,9217.0,4863.0,3128.0,16824.0,6257.0,1
1430.0,4507.0,3306.0,6723.0,20828.0,11899.0,6255.0,3617.0,10359.0,7876.0,0
327.0,717.0,378.0,1746.0,6268.0,3129.0,1027.0,878.0,61016.0,1314.0,1
331.0,575.0,307.0,1809.0,7400.0,3002.0,811.0,815.0,60574.0,1176.0,1
1101.0,3296.0,2318.0,6701.0,23285.0,10772.0,4724.0,2996.0,15109.0,6498.0,1
326.0,672.0,477.0,2657.0,9181.0,4226.0,1331.0,842.0,54949.0,2139.0,0
1269.0,2561.0,1948.0,5533.0,16749.0,8546.0,3531.0,3007.0,29360.0,4296.0,1
961.0,1812.0,1013.0,2928.0,9998.0,4670.0,2113.0,1384.0,48851.0,3070.0,0
320.0,732.0,565.0,1801.0,4851.0,3122.0,1031.0,996.0,62205.0,1177.0,1
1078.0,2074.0,1233.0,4508.0,15636.0,6707.0,2659.0,1995.0,37078.0,3832.0,1
1839.0,4579.0,2982.0,6183.0,22270.0,13277.0,6816.0,3840.0,6861.0,8153.0,1
345.0,832.0,563.0,2298.0,8113.0,3629.0,1083.0,778.0,57665.0,1494.0,1
1583.0,3480.0,3016.0,7393.0,24248.0,10996.0,4557.0,3214.0,12549.0,5764.0,1
